IP-0AF0065B 23:15:08.430 [ERROR] [16] [HttpService.MainService] CLIENT_ERROR:100001714018135 - UncaughtError: Error #2048
IP-0AF0065B 00:02:20.448 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:02:23.022 [ERROR] [17] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:02:23.007 [ERROR] [17] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:02:25.612 [ERROR] [17] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:02:25.627 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:02:28.576 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:02:28.607 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:02:31.337 [ERROR] [17] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:02:32.039 [ERROR] [17] [HttpService.MainService] CLIENT_ERROR:100004794394481 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 00:24:10.269 [ERROR] [16] [HttpService.MainService] CLIENT_ERROR:100004646701728 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 00:42:42.639 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100003887553464 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 00:54:41.300 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100004878012126 - ResourceLoadFailed
IP-0AF0065B 00:54:41.315 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100004878012126 - ResourceLoadFailed
IP-0AF0065B 00:54:41.315 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100004878012126 - ResourceLoadFailed
IP-0AF0065B 00:54:41.300 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100004878012126 - ResourceLoadFailed
IP-0AF0065B 01:47:15.396 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100004878012126 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 01:47:15.396 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100004878012126 - ResourceLoadFailed
IP-0AF0065B 01:50:22.548 [ERROR] [20] [HttpService.MainService] CLIENT_ERROR:100004878012126 - ResourceLoadFailed
IP-0AF0065B 01:50:22.548 [ERROR] [20] [HttpService.MainService] CLIENT_ERROR:100004878012126 - ResourceLoadFailed
IP-0AF0065B 01:09:12.838 [ERROR] [21] [HttpService.MainService] CLIENT_ERROR:100005377123347 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 01:39:26.975 [ERROR] [16] [HttpService.MainService] CLIENT_ERROR:100001554265276 - Disconnect sin haber cerrado el partido?! false
IP-0AF0065B 01:43:16.373 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100001554265276 - Chat.OnStageKeyDown
IP-0AF0065B 01:43:18.619 [ERROR] [20] [HttpService.MainService] CLIENT_ERROR:100001554265276 - Chat.OnStageKeyDown
IP-0AF0065B 01:43:18.806 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100001554265276 - Chat.OnStageKeyDown
IP-0AF0065B 01:43:18.884 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100001554265276 - Chat.OnStageKeyDown
IP-0AF0065B 02:15:56.756 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100004113425809 - ResourceLoadFailed
IP-0AF0065B 02:15:56.756 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100004113425809 - ResourceLoadFailed
IP-0AF0065B 02:45:10.722 [ERROR] [20] [HttpService.MainService] CLIENT_ERROR:1433263695 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 02:54:54.161 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:1433263695 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 20:16:44.328 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:1433263695 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 04:57:40.731 [ERROR] [21] [HttpService.MainService] CLIENT_ERROR:100002699825700 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 05:06:07.605 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100000925541877 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 05:31:34.782 [ERROR] [20] [HttpService.MainService] CLIENT_ERROR:100000057164146 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 05:31:34.782 [ERROR] [20] [HttpService.MainService] CLIENT_ERROR:100000057164146 - ResourceLoadFailed
IP-0AF0065B 05:55:13.082 [ERROR] [19] [HttpService.MainService] CLIENT_ERROR:1792540316 - Disconnect sin haber cerrado el partido?! false
IP-0AF0065B 07:34:12.458 [ERROR] [21] [HttpService.MainService] CLIENT_ERROR:100001668671998 - UncaughtError: Error #2048
IP-0AF0065B 07:34:19.229 [ERROR] [21] [HttpService.MainService] CLIENT_ERROR:100001668671998 - ResourceLoadFailed
IP-0AF0065B 07:34:19.229 [ERROR] [21] [HttpService.MainService] CLIENT_ERROR:100001668671998 - ResourceLoadFailed
IP-0AF0065B 08:01:44.821 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:100002995578951 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 10:03:48.166 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:1347667447 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 12:42:03.414 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:100002425858253 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 13:00:47.652 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100003684128767 - NetPlug.ProcessNetInvoke: InitFromServer - TypeError: Error #1009
IP-0AF0065B 13:24:49.138 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:1419604586 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 17:48:08.493 [ERROR] [9] [HttpService.MainService] CLIENT_ERROR:1419604586 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 13:53:29.287 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:100001524430054 - UncaughtError: Error #2048
IP-0AF0065B 15:27:15.307 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:100004360470550 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 16:39:08.667 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:100004381634498 - UncaughtError: Error #2048
IP-0AF0065B 16:40:02.362 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:100003309763262 - UncaughtError: Error #2048
IP-0AF0065B 17:23:34.657 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:100004644005813 - UncaughtError: Error #2048
IP-0AF0065B 18:01:02.966 [ERROR] [9] [HttpService.MainService] CLIENT_ERROR:567277594 - UncaughtError: Error #2048
IP-0AF0065B 18:16:10.573 [ERROR] [5] [HttpService.MainService] CLIENT_ERROR:100003726808226 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 18:20:05.462 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:1321000649 - Publish Open Graph Error: OAuthException - Error validating access token: Session has expired at unix time 1364922000. The current unix time is 1364923205. - http://canvas.unusualsoccer.com/OpenGraph/OpenGraph.ashx?data=dGl0bGU9VmljdG9yeSEmZGVzY3JpcHRpb249MC00JTIwdmljdG9yeSUyMG92ZXIlMjBhbGVqYW5k%0Acm8uOTchJTIwUGxheSUyMG5vdyUyMHRoZSUyMG1vc3QlMjBlbmdhZ2luZyUyMG11bHRpcGxheWVy%0AJTIwc29jY2VyJTIwZ2FtZSUyMG9ubGluZS4maW1hZ2U9aHR0cCUzQSUyRiUyRmNhbnZhcy51bnVz%0AdWFsc29jY2VyLmNvbSUyRkltZ3MlMkZNZXNzYWdlVmljdG9yeV9lbl9VUy5wbmclM0YxJm9wZW5H%0AcmFwaE9iamVjdFR5cGU9bWF0Y2gmbnM9dW51c3VhbHNvY2NlciZpZD1NYXRjaEVuZCZ2aXJhbF9z%0AcmNpZD0xMzIxMDAwNjQ5
IP-0AF0065B 18:34:45.287 [ERROR] [9] [HttpService.MainService] CLIENT_ERROR:1321000649 - Publish Open Graph Error: OAuthException - Error validating access token: Session has expired at unix time 1364922000. The current unix time is 1364924085. - http://canvas.unusualsoccer.com/OpenGraph/OpenGraph.ashx?data=dGl0bGU9VmljdG9yeSEmZGVzY3JpcHRpb249MC0xJTIwdmljdG9yeSUyMG92ZXIlMjBjcnV6JTIw%0AYXp1bCUyMDIwMTMhJTIwUGxheSUyMG5vdyUyMHRoZSUyMG1vc3QlMjBlbmdhZ2luZyUyMG11bHRp%0AcGxheWVyJTIwc29jY2VyJTIwZ2FtZSUyMG9ubGluZS4maW1hZ2U9aHR0cCUzQSUyRiUyRmNhbnZh%0Acy51bnVzdWFsc29jY2VyLmNvbSUyRkltZ3MlMkZNZXNzYWdlVmljdG9yeV9lbl9VUy5wbmclM0Yx%0AJm9wZW5HcmFwaE9iamVjdFR5cGU9bWF0Y2gmbnM9dW51c3VhbHNvY2NlciZpZD1NYXRjaEVuZCZ2%0AaXJhbF9zcmNpZD0xMzIxMDAwNjQ5
IP-0AF0065B 18:46:03.793 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:1321000649 - Publish Open Graph Error: OAuthException - Error validating access token: Session has expired at unix time 1364922000. The current unix time is 1364924763. - http://canvas.unusualsoccer.com/OpenGraph/OpenGraph.ashx?data=dGl0bGU9VmljdG9yeSEmZGVzY3JpcHRpb249Mi0xJTIwdmljdG9yeSUyMG92ZXIlMjBjcnV6JTIw%0AYXp1bCUyMDIwMTMhJTIwUGxheSUyMG5vdyUyMHRoZSUyMG1vc3QlMjBlbmdhZ2luZyUyMG11bHRp%0AcGxheWVyJTIwc29jY2VyJTIwZ2FtZSUyMG9ubGluZS4maW1hZ2U9aHR0cCUzQSUyRiUyRmNhbnZh%0Acy51bnVzdWFsc29jY2VyLmNvbSUyRkltZ3MlMkZNZXNzYWdlVmljdG9yeV9lbl9VUy5wbmclM0Yx%0AJm9wZW5HcmFwaE9iamVjdFR5cGU9bWF0Y2gmbnM9dW51c3VhbHNvY2NlciZpZD1NYXRjaEVuZCZ2%0AaXJhbF9zcmNpZD0xMzIxMDAwNjQ5
IP-0AF0065B 18:57:34.557 [ERROR] [9] [HttpService.MainService] CLIENT_ERROR:1321000649 - Publish Open Graph Error: OAuthException - Error validating access token: Session has expired at unix time 1364922000. The current unix time is 1364925454. - http://canvas.unusualsoccer.com/OpenGraph/OpenGraph.ashx?data=dGl0bGU9VmljdG9yeSEmZGVzY3JpcHRpb249MS0xJTIwdmljdG9yeSUyMG92ZXIlMjBsb3NtYXh0%0Acm8hJTIwUGxheSUyMG5vdyUyMHRoZSUyMG1vc3QlMjBlbmdhZ2luZyUyMG11bHRpcGxheWVyJTIw%0Ac29jY2VyJTIwZ2FtZSUyMG9ubGluZS4maW1hZ2U9aHR0cCUzQSUyRiUyRmNhbnZhcy51bnVzdWFs%0Ac29jY2VyLmNvbSUyRkltZ3MlMkZNZXNzYWdlVmljdG9yeV9lbl9VUy5wbmclM0YxJm9wZW5HcmFw%0AaE9iamVjdFR5cGU9bWF0Y2gmbnM9dW51c3VhbHNvY2NlciZpZD1NYXRjaEVuZCZ2aXJhbF9zcmNp%0AZD0xMzIxMDAwNjQ5
IP-0AF0065B 19:03:16.226 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:1321000649 - Publish Open Graph Error: OAuthException - Error validating access token: Session has expired at unix time 1364922000. The current unix time is 1364925796. - http://canvas.unusualsoccer.com/OpenGraph/OpenGraph.ashx?data=dGl0bGU9VmljdG9yeSEmZGVzY3JpcHRpb249My0wJTIwdmljdG9yeSUyMG92ZXIlMjBBbmRyZSUy%0AMFJpJUMzJTlGbWFubiUyMEZDISUyMFBsYXklMjBub3clMjB0aGUlMjBtb3N0JTIwZW5nYWdpbmcl%0AMjBtdWx0aXBsYXllciUyMHNvY2NlciUyMGdhbWUlMjBvbmxpbmUuJmltYWdlPWh0dHAlM0ElMkYl%0AMkZjYW52YXMudW51c3VhbHNvY2Nlci5jb20lMkZJbWdzJTJGTWVzc2FnZVZpY3RvcnlfZW5fVVMu%0AcG5nJTNGMSZvcGVuR3JhcGhPYmplY3RUeXBlPW1hdGNoJm5zPXVudXN1YWxzb2NjZXImaWQ9TWF0%0AY2hFbmQmdmlyYWxfc3JjaWQ9MTMyMTAwMDY0OQ%3D%3D
IP-0AF0065B 19:14:00.756 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:1321000649 - Publish Open Graph Error: OAuthException - Error validating access token: Session has expired at unix time 1364922000. The current unix time is 1364926440. - http://canvas.unusualsoccer.com/OpenGraph/OpenGraph.ashx?data=dGl0bGU9VmljdG9yeSEmZGVzY3JpcHRpb249Mi0zJTIwdmljdG9yeSUyMG92ZXIlMjBpYnVybmVy%0AISUyMFBsYXklMjBub3clMjB0aGUlMjBtb3N0JTIwZW5nYWdpbmclMjBtdWx0aXBsYXllciUyMHNv%0AY2NlciUyMGdhbWUlMjBvbmxpbmUuJmltYWdlPWh0dHAlM0ElMkYlMkZjYW52YXMudW51c3VhbHNv%0AY2Nlci5jb20lMkZJbWdzJTJGTWVzc2FnZVZpY3RvcnlfZW5fVVMucG5nJTNGMSZvcGVuR3JhcGhP%0AYmplY3RUeXBlPW1hdGNoJm5zPXVudXN1YWxzb2NjZXImaWQ9TWF0Y2hFbmQmdmlyYWxfc3JjaWQ9%0AMTMyMTAwMDY0OQ%3D%3D
IP-0AF0065B 19:20:40.536 [ERROR] [9] [HttpService.MainService] CLIENT_ERROR:1321000649 - Publish Open Graph Error: OAuthException - Error validating access token: Session has expired at unix time 1364922000. The current unix time is 1364926840. - http://canvas.unusualsoccer.com/OpenGraph/OpenGraph.ashx?data=dGl0bGU9VmljdG9yeSEmZGVzY3JpcHRpb249My0wJTIwdmljdG9yeSUyMG92ZXIlMjBHQU1CVUxB%0AR0EhJTIwUGxheSUyMG5vdyUyMHRoZSUyMG1vc3QlMjBlbmdhZ2luZyUyMG11bHRpcGxheWVyJTIw%0Ac29jY2VyJTIwZ2FtZSUyMG9ubGluZS4maW1hZ2U9aHR0cCUzQSUyRiUyRmNhbnZhcy51bnVzdWFs%0Ac29jY2VyLmNvbSUyRkltZ3MlMkZNZXNzYWdlVmljdG9yeV9lbl9VUy5wbmclM0YxJm9wZW5HcmFw%0AaE9iamVjdFR5cGU9bWF0Y2gmbnM9dW51c3VhbHNvY2NlciZpZD1NYXRjaEVuZCZ2aXJhbF9zcmNp%0AZD0xMzIxMDAwNjQ5
IP-0AF0065B 19:31:28.556 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:1321000649 - Publish Open Graph Error: OAuthException - Error validating access token: Session has expired at unix time 1364922000. The current unix time is 1364927488. - http://canvas.unusualsoccer.com/OpenGraph/OpenGraph.ashx?data=dGl0bGU9VmljdG9yeSEmZGVzY3JpcHRpb249MS0xJTIwdmljdG9yeSUyMG92ZXIlMjBOYXRpb25h%0AbCUyMEEhJTIwUGxheSUyMG5vdyUyMHRoZSUyMG1vc3QlMjBlbmdhZ2luZyUyMG11bHRpcGxheWVy%0AJTIwc29jY2VyJTIwZ2FtZSUyMG9ubGluZS4maW1hZ2U9aHR0cCUzQSUyRiUyRmNhbnZhcy51bnVz%0AdWFsc29jY2VyLmNvbSUyRkltZ3MlMkZNZXNzYWdlVmljdG9yeV9lbl9VUy5wbmclM0YxJm9wZW5H%0AcmFwaE9iamVjdFR5cGU9bWF0Y2gmbnM9dW51c3VhbHNvY2NlciZpZD1NYXRjaEVuZCZ2aXJhbF9z%0AcmNpZD0xMzIxMDAwNjQ5
IP-0AF0065B 18:27:04.151 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100002510967861 - UncaughtError: Error #2048
IP-0AF0065B 19:25:06.982 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:795119389 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 19:52:05.136 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100002229235731 - UncaughtError: Error #2048
IP-0AF0065B 20:01:01.917 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100003796422722 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 20:41:13.796 [ERROR] [10] [HttpService.MainService] CLIENT_ERROR:100004723300087 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 20:53:03.266 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100004723300087 - UncaughtError: TypeError: Error #1009
IP-0AF0065B 21:05:34.013 [ERROR] [9] [HttpService.MainService] CLIENT_ERROR:100003017765116 - ResourceLoadFailed: on LoadMatchResources callback not null
IP-0AF0065B 21:05:34.013 [ERROR] [9] [HttpService.MainService] CLIENT_ERROR:100003017765116 - ResourceLoadFailed: on LoadMatchResources callback not null
IP-0AF0065B 21:20:03.869 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100003017765116 - ResourceLoadFailed: on LoadMatchResources callback not null
IP-0AF0065B 21:20:03.869 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100003017765116 - ResourceLoadFailed: on LoadMatchResources callback not null
IP-0AF0065B 21:39:28.050 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100002398204214 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 21:43:53.843 [ERROR] [12] [HttpService.MainService] CLIENT_ERROR:100002730521061 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 21:55:30.801 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:100002730521061 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
IP-0AF0065B 22:39:01.858 [ERROR] [14] [HttpService.MainService] CLIENT_ERROR:1030985187 - WTF 13177 [IOErrorEvent type="ioError" bubbles=false cancelable=false eventPhase=2 text="Error #2032"]
